booking_id,booking_datetime,booking_hour,day_of_week,month,is_weekend,is_peak_hour,is_late_night,public_holiday,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,airport_trip,cbd_trip,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,loyalty_tier,customer_tenure_days,rides_last_7_days,rides_last_30_days,customer_cancel_rate_90d,previous_customer_cancellations,avg_previous_wait_time_min,customer_rating,driver_rating,active_driver_supply_zone,booking_demand_zone,supply_demand_ratio,nearby_driver_count,drivers_declined_before_accept,driver_acceptance_time_sec,driver_distance_to_pickup_km,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,surge_changed_after_booking,promo_applied,promo_discount_sgd,estimated_fare_sgd,app_version,network_quality,customer_cancelled,cancel_reason
BK2026019526,26/6/2026 17:35,17,Friday,6,0,1,0,0,CBD,Business,Queenstown,Residential,0,1,5.46,8.4,GrabCar,Card,Occasional,,40,1,3,0.007,0,4.2,4.4,4.53,65,88,0.74,8,0,18,2.53,5.2,Clear,0,Medium,1.27,0,0,0,12.67,One version behind,Good,0,Not Cancelled
BK2026008958,22/3/2026 15:22,15,Sunday,3,1,0,0,0,Woodlands,Residential,Orchard,Retail,0,0,8.87,17.8,GrabCar,Cash,Regular,Gold,1390,5,14,0.006,0,6.3,4.51,4.62,77,37,2.08,18,1,31,1.26,3.9,Clear,0,Low,1,0,0,0,15.99,Current,Good,0,Not Cancelled
BK2026013784,5/5/2026 7:55,7,Tuesday,5,0,1,0,0,Yishun,Residential,Ang Mo Kio,Residential,0,0,10.08,27.6,JustGrab,Card,Regular,Silver,570,2,12,0.005,0,6.2,4.2,5,40,76,0.53,2,3,72,2.6,11,Clear,0,Severe,1.67,0,0,0,24.79,One version behind,Average,1,Other
BK2026004468,10/2/2026 16:37,16,Tuesday,2,0,0,0,0,Yishun,Residential,Marina Bay,Business/Leisure,0,1,5.84,8.5,GrabCar,Card,Occasional,,129,1,5,0.021,0,7.8,4.77,4.75,71,40,1.78,7,0,13,0.3,2,Clear,0,Medium,1,0,0,0,11.44,Current,Good,0,Not Cancelled
BK2026006050,25/2/2026 9:47,9,Wednesday,2,0,1,0,0,Serangoon,Residential,Punggol,Residential,0,0,12.05,31.2,GrabCar,Card,New,,17,0,0,0.007,0,9.5,4.96,4.6,42,64,0.66,4,3,46,1.46,6.8,Cloudy,0,Severe,1.68,0,1,2,28.5,Current,Good,1,Other
BK2026019060,22/6/2026 10:07,10,Monday,6,0,0,0,0,Marina Bay,Business/Leisure,Bukit Timah,Residential,0,1,6.59,14.3,JustGrab,Corporate,Occasional,Gold,124,0,2,0.08,1,10.2,4.7,4.86,93,81,1.15,14,0,55,1.67,5.3,Light Rain,1,High,1.14,0,1,8,5.4,Current,Good,0,Not Cancelled
BK2026002018,19/1/2026 3:16,3,Monday,1,0,0,1,0,Clementi,Student/Residential,Serangoon,Residential,0,0,15.27,20.9,GrabCar,Card,Regular,Silver,239,4,12,0.001,0,6.5,4.56,4.64,69,55,1.25,11,0,51,0.36,3.5,Light Rain,1,Low,1.08,0,1,2,23.01,Current,Good,0,Not Cancelled
BK2026005810,23/2/2026 1:08,1,Monday,2,0,0,1,0,Queenstown,Residential,Jurong East,Mixed,0,0,2.36,4,GrabCar,GrabPay,Occasional,Silver,247,1,2,0.183,2,7.7,4.35,4.66,75,42,1.79,7,1,41,3.44,7.7,Clear,0,Low,1,0,0,0,6.96,Outdated,Average,0,Not Cancelled
BK2026019653,27/6/2026 21:48,21,Saturday,6,1,0,0,0,Clementi,Student/Residential,Ang Mo Kio,Residential,0,0,5.97,9.2,JustGrab,Cash,High Value,Gold,1651,2,22,0.011,0,7.4,4.39,4.71,72,46,1.57,12,1,67,0.96,6,Light Rain,1,Low,1.13,1,0,0,11.99,Current,Good,0,Not Cancelled
BK2026004483,10/2/2026 19:05,19,Tuesday,2,0,1,0,0,Clementi,Student/Residential,Tampines,Residential,0,0,4.12,10.9,GrabCar,Corporate,Occasional,,272,1,5,0.01,0,6.9,4.66,4.93,50,62,0.81,9,3,55,3.9,13.3,Clear,0,Severe,1.37,0,0,0,11.51,Current,Good,1,Changed plans/weather
BK2026002046,19/1/2026 9:24,9,Monday,1,0,1,0,0,Queenstown,Residential,Serangoon,Residential,0,0,7.51,20.2,GrabShare,Card,Occasional,,100,1,3,0.65,4,11.9,4.4,4.57,53,63,0.84,5,0,30,1.11,4.2,Clear,0,Severe,1.28,1,0,0,14.8,Outdated,Good,1,Driver took too long
BK2026014481,11/5/2026 14:12,14,Monday,5,0,0,0,0,Orchard,Retail,Clementi,Student/Residential,0,0,13.95,25,GrabCar,Cash,Regular,Silver,1203,1,10,0.001,0,6,4.61,4.55,98,70,1.4,12,0,29,0.35,1.8,Cloudy,0,Low,1,0,0,0,22.62,One version behind,Good,0,Not Cancelled
BK2026012669,25/4/2026 0:07,0,Saturday,4,1,0,1,0,Woodlands,Residential,Marina Bay,Business/Leisure,0,1,10.31,20.4,JustGrab,Corporate,High Value,Gold,397,3,15,0.001,0,6.1,4.78,4.83,68,39,1.74,10,0,46,2.19,4.8,Clear,0,Medium,1,0,0,0,17.07,Current,Good,0,Not Cancelled
BK2026018431,16/6/2026 10:33,10,Tuesday,6,0,0,0,0,Woodlands,Residential,Bukit Timah,Residential,0,0,9.3,19.2,GrabCar Plus,Card,Occasional,,547,0,1,0.001,0,5.8,4.98,4.8,83,49,1.69,10,1,43,0.93,3.7,Cloudy,0,High,1,0,0,0,19.29,Current,Good,0,Not Cancelled
BK2026014603,12/5/2026 16:55,16,Tuesday,5,0,0,0,0,Bukit Timah,Residential,Clementi,Student/Residential,0,0,9.75,14.3,JustGrab,GrabPay,Occasional,Silver,126,0,5,0.112,2,7.8,4.79,4.81,63,55,1.15,10,0,14,0.2,3.6,Light Rain,1,Medium,1.1,0,0,0,16.78,Current,Good,0,Not Cancelled
BK2026012445,23/4/2026 5:35,5,Thursday,4,0,0,1,0,Clementi,Student/Residential,CBD,Business,0,1,4.83,8.3,JustGrab,Card,New,,33,0,0,0.048,0,7.3,4.82,4.74,85,61,1.39,7,0,6,1.8,4,Clear,0,Low,1,0,0,0,9.87,Current,Average,0,Not Cancelled
BK2026018274,14/6/2026 21:57,21,Sunday,6,1,0,0,0,Marina Bay,Business/Leisure,Yishun,Residential,0,1,11.89,24.9,JustGrab,Card,Occasional,,455,0,1,0.014,0,2.4,4.7,4.54,90,56,1.61,9,0,30,1.89,4.9,Cloudy,0,High,1,0,0,0,19.27,Current,Good,0,Not Cancelled
BK2026001164,11/1/2026 8:27,8,Sunday,1,1,1,0,0,Yishun,Residential,Yishun,Residential,0,0,2.72,6.4,JustGrab,Card,Regular,Gold,377,0,7,0.006,0,7,4.75,4.44,49,75,0.65,6,3,80,5.14,18.6,Cloudy,0,High,1.29,0,0,0,8.25,Current,Good,1,Other
BK2026012365,22/4/2026 12:14,12,Wednesday,4,0,0,0,0,Yishun,Residential,CBD,Business,0,1,7.22,10.6,JustGrab,Card,Regular,Silver,966,2,6,0.001,0,6.7,4.79,4.54,80,47,1.7,8,0,8,1.73,5.6,Clear,0,Medium,1,0,0,0,12.65,Current,Average,0,Not Cancelled
BK2026005735,22/2/2026 9:25,9,Sunday,2,1,1,0,0,Orchard,Retail,Sentosa,Leisure,0,0,8.64,15.9,JustGrab,Card,Regular,Silver,1306,2,7,0.012,0,5,4.9,4.68,59,87,0.68,4,0,11,2.59,6.9,Cloudy,0,Medium,1.48,0,1,8,11.13,Current,Good,0,Not Cancelled
BK2026005110,16/2/2026 12:11,12,Monday,2,0,0,0,0,Orchard,Retail,Marina Bay,Business/Leisure,0,1,4.15,6.6,JustGrab,Card,High Value,Platinum,1815,3,16,0.002,0,10.9,4.57,4.91,92,65,1.42,15,2,34,0.35,2.9,Clear,0,Medium,1,0,0,0,8.95,Current,Good,0,Not Cancelled
BK2026003534,2/2/2026 4:08,4,Monday,2,0,0,1,0,Jurong East,Mixed,Serangoon,Residential,0,0,11.82,19.9,GrabCar,Card,Occasional,Gold,472,0,7,0,0,6.3,4.89,4.84,61,52,1.17,9,0,7,2.09,4.4,Clear,0,Medium,1,0,1,2,17.59,Current,Good,0,Not Cancelled
BK2026019771,29/6/2026 0:12,0,Monday,6,0,0,1,0,Changi,Airport,Queenstown,Residential,1,0,16.53,26.7,GrabCar Plus,Card,Regular,Silver,1398,1,9,0.021,0,6.6,4.46,4.39,69,73,0.95,8,1,41,4.31,9.4,Clear,0,Medium,1,0,1,3,27.44,Outdated,Good,0,Not Cancelled
BK2026003960,6/2/2026 2:35,2,Friday,2,0,0,1,0,CBD,Business,Woodlands,Residential,0,1,13.54,29.5,GrabFamily,Card,Occasional,Silver,642,1,4,0.012,0,4.7,4.44,4.6,85,63,1.35,15,0,48,0.28,1.7,Clear,0,High,1,0,0,0,25.54,Current,Good,0,Not Cancelled
BK2026016008,24/5/2026 23:19,23,Sunday,5,1,0,1,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,0,1,15.89,25.3,GrabCar Plus,Card,Occasional,Silver,37,3,4,0.046,1,4.6,4.66,4.85,69,56,1.23,13,1,56,0.96,3.3,Cloudy,0,Medium,1,0,0,0,29.36,Current,Good,0,Not Cancelled
BK2026014589,12/5/2026 14:25,14,Tuesday,5,0,0,0,0,Sentosa,Leisure,Changi,Airport,1,0,24.92,50.1,GrabCar,Cash,Occasional,Gold,212,0,2,0.002,0,4.7,4.26,4.81,70,39,1.79,10,0,128,1.16,3.8,Clear,0,High,1,0,0,0,38.07,Current,Good,0,Not Cancelled
BK2026006577,2/3/2026 3:37,3,Monday,3,0,0,1,0,Clementi,Student/Residential,Bukit Timah,Residential,0,0,17.1,26.5,GrabFamily,Card,Occasional,,174,1,6,0.005,0,2,4.66,4.7,83,45,1.84,4,0,8,0.89,2.6,Cloudy,0,Low,1,0,0,0,29.96,One version behind,Poor,0,Not Cancelled
BK2026011103,11/4/2026 1:49,1,Saturday,4,1,0,1,0,CBD,Business,CBD,Business,0,1,2.41,4.7,JustGrab,Card,Occasional,Silver,310,0,2,0.108,1,8.3,4.44,4.5,95,65,1.46,14,0,10,3.01,9,Heavy Rain,1,High,1.13,0,1,3,4.22,Outdated,Good,0,Not Cancelled
BK2026004418,10/2/2026 7:10,7,Tuesday,2,0,1,0,0,Clementi,Student/Residential,Queenstown,Residential,0,0,9.18,22.7,GrabCar,GrabPay,Regular,Gold,673,3,13,0.039,1,6.1,4.43,4.95,56,68,0.82,5,0,13,1.01,4.2,Cloudy,0,High,1.09,0,1,5,12.87,Current,Good,0,Not Cancelled
BK2026010073,1/4/2026 13:55,13,Wednesday,4,0,0,0,0,Sentosa,Leisure,Clementi,Student/Residential,0,0,10.12,15.2,GrabCar,Cash,Occasional,Silver,80,1,7,0.004,0,3.6,4.65,4.71,65,45,1.44,8,0,52,2.99,7.3,Cloudy,0,Medium,1,0,0,0,17.1,Current,Average,0,Not Cancelled
BK2026004520,11/2/2026 0:14,0,Wednesday,2,0,0,1,0,Orchard,Retail,Woodlands,Residential,0,0,24.1,40.5,JustGrab,GrabPay,Regular,Silver,561,4,12,0.002,0,5.9,4.54,4.66,93,80,1.16,14,0,27,2.64,6.6,Light Rain,1,Medium,1.23,0,1,8,31.79,Current,Poor,0,Not Cancelled
BK2026001065,10/1/2026 12:01,12,Saturday,1,1,0,0,0,Clementi,Student/Residential,Orchard,Retail,0,0,3.87,7,JustGrab,GrabPay,Occasional,Silver,75,1,5,0.011,0,6.2,4.51,4.51,63,58,1.09,9,0,19,1.12,4.5,Heavy Rain,1,Medium,1.21,0,1,2,7.56,Current,Good,0,Not Cancelled
BK2026012729,25/4/2026 15:14,15,Saturday,4,1,0,0,0,CBD,Business,Tampines,Residential,0,1,5.6,9.1,JustGrab,Cash,High Value,Gold,693,2,21,0.003,0,7.4,4.42,4.75,91,69,1.32,14,2,81,0.36,2.9,Clear,0,Low,1,1,1,2,8.77,One version behind,Average,0,Not Cancelled
BK2026000786,7/1/2026 20:39,20,Wednesday,1,0,1,0,0,Punggol,Residential,Ang Mo Kio,Residential,0,0,4.14,9.4,GrabCar,Card,Regular,Gold,1111,4,11,0.002,0,3.2,4.58,4.93,41,75,0.55,10,2,61,1.33,6.4,Light Rain,1,High,1.36,0,0,0,11.31,Current,Good,0,Not Cancelled
BK2026018774,19/6/2026 12:44,12,Friday,6,0,0,0,0,Marina Bay,Business/Leisure,Tampines,Residential,0,1,15.1,35.6,JustGrab,Card,Regular,Gold,1033,3,8,0.094,1,4,3.83,4.61,109,70,1.56,12,1,29,0.9,3.4,Cloudy,0,High,1,0,1,10,13.93,Current,Good,0,Not Cancelled
BK2026018097,13/6/2026 6:17,6,Saturday,6,1,0,0,0,Marina Bay,Business/Leisure,Tampines,Residential,0,1,8.51,14.4,GrabCar,GrabPay,Regular,Gold,411,2,11,0.004,0,5.5,4.75,5,92,63,1.46,14,0,5,2.5,4.7,Cloudy,0,Medium,1,0,0,0,15.18,Current,Average,0,Not Cancelled
BK2026002091,19/1/2026 20:39,20,Monday,1,0,1,0,0,Marina Bay,Business/Leisure,Bukit Timah,Residential,0,1,10.21,20.1,GrabFamily,Card,Regular,Gold,1030,1,10,0.001,0,6.7,4.65,4.62,64,91,0.7,7,0,5,4.71,11.3,Clear,0,High,1.42,0,0,0,25.7,Current,Good,1,Fare too high
BK2026003284,31/1/2026 0:51,0,Saturday,1,1,0,1,0,CBD,Business,Sentosa,Leisure,0,1,11.74,22.9,GrabCar,Corporate,Regular,Gold,1196,0,4,0.005,0,6.3,4.7,4.92,91,81,1.12,17,0,5,1.42,5.1,Light Rain,1,High,1.27,0,0,0,23.46,Current,Average,0,Not Cancelled
BK2026019798,29/6/2026 5:22,5,Monday,6,0,0,1,0,Tampines,Residential,Serangoon,Residential,0,0,12.78,23.4,JustGrab,GrabPay,Occasional,,634,1,8,0.071,1,6.9,4.68,4.76,70,44,1.59,9,0,18,0.54,2.6,Clear,0,High,1,0,0,0,20.03,Current,Poor,0,Not Cancelled
BK2026013464,2/5/2026 15:15,15,Saturday,5,1,0,0,0,Orchard,Retail,Clementi,Student/Residential,0,0,8.25,13.3,JustGrab,Corporate,High Value,Gold,1442,4,25,0.028,1,5.6,4.43,4.49,99,65,1.52,13,0,16,0.81,2.4,Cloudy,0,Low,1,0,0,0,14.06,One version behind,Good,0,Not Cancelled
BK2026015095,17/5/2026 0:32,0,Sunday,5,1,0,1,0,Yishun,Residential,Punggol,Residential,0,0,6.11,15.8,GrabCar Plus,GrabPay,High Value,Platinum,504,2,13,0.059,1,3.5,4.77,4.93,59,45,1.31,10,0,24,0.48,2.1,Clear,0,High,1,0,1,10,4.36,Current,Good,0,Not Cancelled
BK2026017399,6/6/2026 14:02,14,Saturday,6,1,0,0,0,Ang Mo Kio,Residential,Changi,Airport,1,0,16.19,24.9,GrabShare,GrabPay,Occasional,Silver,560,2,6,0.004,0,6.9,5,5,83,55,1.51,9,0,33,3.4,7.8,Clear,0,Low,1,0,1,10,11.24,Current,Average,0,Not Cancelled
BK2026009646,28/3/2026 16:26,16,Saturday,3,1,0,0,0,Serangoon,Residential,Bukit Timah,Residential,0,0,29.24,65.7,JustGrab,GrabPay,High Value,Gold,1028,6,26,0.029,1,3.6,4.61,4.48,60,38,1.58,9,0,5,1.67,4,Cloudy,0,High,1,0,0,0,42.39,One version behind,Average,0,Not Cancelled
BK2026013888,6/5/2026 4:41,4,Wednesday,5,0,0,1,0,Sentosa,Leisure,Queenstown,Residential,0,0,10.86,24.1,GrabShare,GrabPay,Occasional,Gold,472,2,3,0.373,2,7.7,4.65,4.58,70,39,1.79,8,0,17,1.91,5.8,Clear,0,Medium,1,0,0,0,16.38,Current,Good,0,Not Cancelled
BK2026017118,3/6/2026 23:39,23,Wednesday,6,0,0,1,0,Serangoon,Residential,Tampines,Residential,0,0,14.63,20.6,GrabCar,Card,Regular,Silver,204,2,8,0.007,0,6.4,4.66,4.14,79,40,1.98,11,2,73,2.42,5.8,Cloudy,0,Low,1,0,0,0,22.86,One version behind,Good,0,Not Cancelled
BK2026018754,19/6/2026 8:11,8,Friday,6,0,1,0,0,Yishun,Residential,Changi,Airport,1,0,27.45,57.2,GrabCar,GrabPay,Occasional,,109,0,1,0.115,2,5,4.69,4.79,42,82,0.51,3,4,119,2.06,8.2,Clear,0,Medium,1.27,1,1,5,45.2,Current,Good,1,Changed plans/weather
BK2026016105,25/5/2026 22:21,22,Monday,5,0,0,0,0,Orchard,Retail,Bukit Timah,Residential,0,0,11.39,15.1,GrabCar,GrabPay,Regular,Gold,700,1,12,0.003,0,5.8,4.92,4.88,86,68,1.26,11,0,6,0.95,3.1,Clear,0,Low,1,0,0,0,18.53,Current,Good,0,Not Cancelled
BK2026001434,13/1/2026 19:10,19,Tuesday,1,0,1,0,0,Serangoon,Residential,Serangoon,Residential,0,0,4.12,7.3,JustGrab,Card,High Value,Platinum,1932,7,21,0.036,1,6.1,4.72,4.72,44,66,0.67,4,0,40,3.13,7.8,Clear,0,Medium,1.34,0,0,0,10.47,Current,Average,0,Not Cancelled
BK2026011499,14/4/2026 11:39,11,Tuesday,4,0,0,0,0,Yishun,Residential,Punggol,Residential,0,0,4.92,9.1,JustGrab,GrabPay,Regular,Gold,344,0,3,0.006,0,4.8,4.66,5,70,45,1.56,14,1,35,1.36,4.8,Cloudy,0,Medium,1,0,0,0,10.06,Current,Average,0,Not Cancelled
BK2026017683,9/6/2026 8:00,8,Tuesday,6,0,1,0,0,Sentosa,Leisure,CBD,Business,0,1,6.89,16.1,JustGrab,GrabPay,Occasional,Silver,340,2,5,0.042,1,4.3,4.57,4.67,42,68,0.62,6,2,50,3.85,8.3,Clear,0,Medium,1.52,0,1,5,11.73,One version behind,Good,0,Not Cancelled
BK2026010340,4/4/2026 2:53,2,Saturday,4,1,0,1,0,CBD,Business,Serangoon,Residential,0,1,15.43,25.9,JustGrab,Cash,Regular,Silver,319,0,7,0.002,0,8.2,5,4.75,85,74,1.15,10,0,8,0.64,4.3,Light Rain,1,Medium,1.07,0,1,2,22.24,Current,Good,0,Not Cancelled
BK2026006900,4/3/2026 18:34,18,Wednesday,3,0,1,0,0,Changi,Airport,CBD,Business,1,1,17.71,46.6,JustGrab,GrabPay,High Value,Platinum,368,2,19,0.001,0,4.8,4.55,4.56,43,97,0.44,5,1,24,3.46,11.8,Clear,0,High,1.62,1,0,0,39.52,One version behind,Good,1,Fare too high
BK2026008821,21/3/2026 12:07,12,Saturday,3,1,0,0,0,Serangoon,Residential,Changi,Airport,1,0,23.07,30.8,JustGrab,Corporate,New,Silver,5,0,1,0.005,0,3.6,5,4.23,68,52,1.31,6,0,21,1.25,3.3,Clear,0,Low,1,0,1,5,26.72,One version behind,Good,0,Not Cancelled
BK2026016370,28/5/2026 2:49,2,Thursday,5,0,0,1,0,Jurong East,Mixed,Tampines,Residential,0,0,13.69,26,GrabCar,GrabPay,Regular,Gold,613,0,6,0.008,0,5.7,4.66,4.62,66,37,1.78,11,1,82,0.2,2.1,Cloudy,0,Low,1,0,0,0,22.44,Current,Poor,0,Not Cancelled
BK2026009019,23/3/2026 2:12,2,Monday,3,0,0,1,0,Yishun,Residential,Jurong East,Mixed,0,0,6.4,13.9,GrabCar,Cash,Regular,Gold,258,2,11,0.043,1,5.5,4.63,4.55,74,40,1.85,11,3,90,4.07,11,Cloudy,0,Medium,1,0,0,0,12.73,One version behind,Average,1,Changed plans/weather
BK2026019063,22/6/2026 10:53,10,Monday,6,0,0,0,0,Clementi,Student/Residential,Woodlands,Residential,0,0,13.69,20.5,GrabCar,Card,Occasional,Silver,271,1,3,0.023,0,3.1,4.63,4.82,84,47,1.79,8,1,71,1,4,Cloudy,0,Low,1,1,0,0,21.78,Outdated,Good,0,Not Cancelled
BK2026009141,23/3/2026 23:49,23,Monday,3,0,0,1,0,Bukit Timah,Residential,Serangoon,Residential,0,0,9.79,18.8,JustGrab,Card,Regular,Silver,779,1,6,0.013,0,6,4.83,4.9,73,42,1.74,10,2,65,1.32,4.3,Clear,0,Low,1,0,0,0,16.34,Current,Good,0,Not Cancelled
BK2026002565,24/1/2026 4:09,4,Saturday,1,1,0,1,0,Tampines,Residential,Marina Bay,Business/Leisure,0,1,3.35,7.8,JustGrab,Corporate,New,,6,0,0,0.25,1,3.9,4.47,4.7,71,39,1.82,14,0,39,3.57,14.1,Clear,0,Severe,1.09,0,1,5,4,Outdated,Good,1,Driver took too long
BK2026014532,11/5/2026 23:21,23,Monday,5,0,0,1,0,Changi,Airport,CBD,Business,1,1,17.22,37.4,JustGrab,Corporate,Regular,Gold,1348,1,11,0.007,0,6.2,4.71,5,74,64,1.16,8,0,74,0.79,2.7,Clear,0,Medium,1,0,0,0,26.37,Current,Average,0,Not Cancelled
BK2026013249,30/4/2026 11:26,11,Thursday,4,0,0,0,0,Woodlands,Residential,Orchard,Retail,0,0,4.09,10.8,JustGrab,GrabPay,Regular,Gold,1232,0,7,0.001,0,7,4.24,4.29,75,40,1.88,2,0,5,2.04,5.7,Clear,0,Severe,1.1,0,0,0,9.82,Current,Good,0,Not Cancelled
BK2026019156,23/6/2026 8:39,8,Tuesday,6,0,1,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,0,1,6.88,12.4,JustGrab,Card,New,,2,0,1,0.008,0,5.5,4.87,4.73,51,80,0.64,3,3,71,3.18,9.6,Clear,0,Medium,1.39,0,1,8,7.33,Current,Good,1,Changed plans/weather
BK2026018752,19/6/2026 7:44,7,Friday,6,0,1,0,0,Bukit Timah,Residential,Jurong East,Mixed,0,0,16.57,36.9,JustGrab,Cash,Occasional,,117,1,5,0.011,0,7.5,4.66,5,50,80,0.62,3,1,69,3.72,10.1,Clear,0,Medium,1.35,1,0,0,31.72,One version behind,Good,0,Not Cancelled
BK2026017587,8/6/2026 9:29,9,Monday,6,0,1,0,0,Ang Mo Kio,Residential,Sentosa,Leisure,0,0,19.56,43.4,GrabCar,GrabPay,Occasional,,171,0,1,0.17,2,7.4,4.43,4.6,47,62,0.76,2,0,5,0.71,2.9,Clear,0,Severe,1.33,0,0,0,38.51,Current,Average,0,Not Cancelled
BK2026011531,14/4/2026 18:49,18,Tuesday,4,0,1,0,0,Changi,Airport,Queenstown,Residential,1,0,16.56,29.1,GrabCar,Card,Regular,Silver,889,2,9,0.036,1,5.9,4.8,4.7,35,96,0.36,4,2,42,2.05,6.1,Clear,0,Medium,1.55,0,0,0,36.4,Current,Good,1,Found alternative transport
BK2026005261,17/2/2026 23:53,23,Tuesday,2,0,0,1,1,Orchard,Retail,Tampines,Residential,0,0,20.27,34.6,GrabCar Plus,Card,New,,29,0,1,0.03,0,7.1,4.3,4.75,96,56,1.71,12,0,13,0.94,3.2,Cloudy,0,Medium,1,0,1,3,33.68,One version behind,Poor,0,Not Cancelled
BK2026008653,20/3/2026 0:59,0,Friday,3,0,0,1,0,Woodlands,Residential,Queenstown,Residential,0,0,16.44,37.8,GrabCar Plus,GrabPay,Occasional,,380,0,4,0.022,0,4.8,4.43,4.56,72,50,1.44,9,0,7,0.64,3.6,Light Rain,1,High,1.16,0,0,0,35.37,One version behind,Good,0,Not Cancelled
BK2026004303,9/2/2026 7:28,7,Monday,2,0,1,0,0,Tampines,Residential,Tampines,Residential,0,0,2.83,4,GrabCar,GrabPay,New,,29,0,2,0.126,2,9.6,5,4.78,57,78,0.73,4,1,30,2.73,5.5,Cloudy,0,Low,1.26,0,1,2,6.32,Current,Good,0,Not Cancelled
BK2026001970,18/1/2026 19:13,19,Sunday,1,1,1,0,0,Marina Bay,Business/Leisure,CBD,Business,0,1,7.61,17.5,JustGrab,GrabPay,Occasional,,526,0,3,0.182,1,7.8,4.26,4.74,68,105,0.65,9,2,94,4.09,11.9,Clear,0,High,1.51,0,0,0,17.97,One version behind,Good,1,Found alternative transport
BK2026005739,22/2/2026 10:13,10,Sunday,2,1,0,0,0,Orchard,Retail,Marina Bay,Business/Leisure,0,1,15.7,34,JustGrab,Cash,Occasional,,351,0,5,0.094,1,6.9,4.91,4.71,96,64,1.5,22,1,21,1.62,4.9,Cloudy,0,High,1,0,0,0,24.36,One version behind,Average,0,Not Cancelled
BK2026010991,10/4/2026 2:41,2,Friday,4,0,0,1,0,Tampines,Residential,Marina Bay,Business/Leisure,0,1,6.36,18.2,GrabCar,GrabPay,New,,23,0,0,0.005,0,9.3,4.69,4.74,62,61,1.02,8,0,23,1.22,4.7,Clear,0,Severe,1.17,1,0,0,14.42,One version behind,Poor,0,Not Cancelled
BK2026017004,2/6/2026 23:58,23,Tuesday,6,0,0,1,0,Changi,Airport,Orchard,Retail,1,0,17.13,38,GrabShare,Card,Occasional,,290,0,6,0.07,1,3.6,4.67,4.51,87,62,1.4,12,0,17,2.99,7.5,Clear,0,Severe,1.05,0,1,3,21.41,One version behind,Average,0,Not Cancelled
BK2026008490,18/3/2026 12:22,12,Wednesday,3,0,0,0,0,Changi,Airport,Changi,Airport,1,0,2.58,4,JustGrab,Corporate,New,Silver,29,0,1,0.44,2,11.3,4.99,4.74,80,66,1.21,13,1,23,1.13,3.3,Clear,0,Low,1,0,1,8,4,One version behind,Good,0,Not Cancelled
BK2026011931,18/4/2026 16:27,16,Saturday,4,1,0,0,0,Ang Mo Kio,Residential,Punggol,Residential,0,0,9.83,20.4,JustGrab,GrabPay,Regular,Platinum,928,3,7,0.003,0,9,4.78,5,70,40,1.75,7,0,27,1.4,3.1,Cloudy,0,Medium,1,0,0,0,16.57,Current,Average,0,Not Cancelled
BK2026013389,1/5/2026 23:17,23,Friday,5,0,0,1,1,Tampines,Residential,Jurong East,Mixed,0,0,16.5,36.8,JustGrab,Card,Regular,Gold,605,2,12,0.003,0,7.3,4.65,4.96,65,55,1.18,8,1,52,2.83,5.9,Clear,0,Medium,1,0,0,0,25.54,Current,Good,0,Not Cancelled
BK2026010697,7/4/2026 9:53,9,Tuesday,4,0,1,0,0,Marina Bay,Business/Leisure,Sentosa,Leisure,0,1,9.05,18.4,GrabCar,GrabPay,Occasional,,429,1,5,0.088,1,4.7,4.7,4.97,64,100,0.64,7,3,116,3.15,11.2,Light Rain,1,High,1.46,0,1,5,15.99,Current,Average,1,Changed plans/weather
BK2026012179,21/4/2026 1:36,1,Tuesday,4,0,0,1,0,Changi,Airport,Serangoon,Residential,1,0,20.14,31.6,JustGrab,GrabPay,Regular,Silver,188,3,17,0.019,0,9.3,4.9,4.96,65,57,1.14,10,0,29,0.79,2.9,Clear,0,Medium,1,0,0,0,28.74,Current,Good,0,Not Cancelled
BK2026011078,10/4/2026 20:36,20,Friday,4,0,1,0,0,CBD,Business,Changi,Airport,1,1,20.52,59.7,GrabShare,Card,Occasional,Silver,465,1,4,0.003,0,7.1,4.67,4.54,59,93,0.63,12,1,30,1.74,5.4,Clear,0,Severe,1.49,0,1,2,36.25,Current,Average,1,Fare too high
BK2026005706,22/2/2026 3:04,3,Sunday,2,1,0,1,0,Woodlands,Residential,Orchard,Retail,0,0,3.77,7.4,JustGrab,Card,New,,3,1,2,0.001,0,3.8,4.58,4.85,75,51,1.47,7,0,40,0.75,3.9,Heavy Rain,1,High,1.11,0,0,0,9.08,Current,Good,0,Not Cancelled
BK2026019833,29/6/2026 13:47,13,Monday,6,0,0,0,0,Clementi,Student/Residential,Orchard,Retail,0,0,14.43,23.4,JustGrab,Cash,Occasional,Gold,101,1,6,0.085,2,5.4,4.17,4.64,72,44,1.64,7,1,69,0.59,2.7,Clear,0,Medium,1,0,0,0,21.76,One version behind,Good,0,Not Cancelled
