booking_id,customer_id,driver_id,booking_datetime,booking_date,booking_hour,day_of_week,is_weekend,is_peak_hour,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,customer_rating,driver_rating,nearby_driver_count,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,promo_applied,promo_discount_sgd,estimated_fare_sgd,device_os,app_version,previous_customer_cancellations,booking_status,customer_cancelled,cancel_time_after_booking_min,cancel_reason,actual_pickup_wait_min,actual_trip_duration_min,final_fare_sgd
BK2026004621,C102701,D51074,2026-03-25 12:59:05,2026-03-25,12,Wednesday,0,0,Serangoon,Residential,Yishun,Residential,7.22,13.8,GrabCar,Cash,New,4.87,4.89,5,4.4,Light Rain,1,Medium,1.15,0,0,14.87,iOS,Outdated,1,Completed,0,,Not Cancelled,3.2,12.9,14.44
BK2026001000,C100863,D50074,2026-01-19 05:22:50,2026-01-19,5,Monday,0,0,Tampines,Residential,Ang Mo Kio,Residential,4.57,8.5,GrabCar Plus,Card,Occasional,4.52,4.47,7,7.3,Cloudy,0,Medium,1.0,0,0,11.3,Android,Current,0,Completed,0,,Not Cancelled,7.8,4.1,12.06
BK2026000390,C102138,D50013,2026-01-07 15:57:34,2026-01-07,15,Wednesday,0,0,Marina Bay,Business/Leisure,Yishun,Residential,4.61,7.0,JustGrab,GrabPay,Regular,4.67,4.5,8,3.2,Clear,0,Low,1.0,0,0,9.48,Android,One version behind,0,Completed,0,,Not Cancelled,2.1,7.6,8.22
BK2026003408,C102785,D51268,2026-03-03 14:32:19,2026-03-03,14,Tuesday,0,0,Clementi,Residential/Student,Serangoon,Residential,15.52,23.7,JustGrab,Cash,Regular,4.84,4.34,8,6.1,Cloudy,0,Medium,1.0,0,0,22.94,iOS,Current,1,Customer Cancelled,1,4.5,Driver took too long,,,
BK2026001477,C101662,D50836,2026-01-27 20:38:16,2026-01-27,20,Tuesday,0,1,Marina Bay,Business/Leisure,Ang Mo Kio,Residential,6.75,16.0,JustGrab,Card,Regular,4.65,4.57,4,17.6,Clear,0,Severe,1.4,0,0,15.64,iOS,Current,0,Customer Cancelled,1,4.0,Other,,,
BK2026002241,C103185,D51486,2026-02-10 11:09:39,2026-02-10,11,Tuesday,0,0,Marina Bay,Business/Leisure,Orchard,Retail,6.12,12.3,JustGrab,Card,Occasional,4.64,4.95,11,2.5,Cloudy,0,High,1.0,1,5,6.7,Android,One version behind,0,Completed,0,,Not Cancelled,4.0,14.2,5.05
BK2026002387,C101480,D51286,2026-02-13 07:17:16,2026-02-13,7,Friday,0,1,Woodlands,Residential,Marina Bay,Business/Leisure,20.37,44.2,GrabCar Plus,Cash,Regular,5.0,4.54,3,5.4,Clear,0,High,1.2,0,0,43.75,Android,Current,1,Completed,0,,Not Cancelled,9.0,46.2,45.0
BK2026009140,C102960,D50669,2026-06-15 16:36:05,2026-06-15,16,Monday,0,0,Queenstown,Residential,Serangoon,Residential,4.1,6.8,GrabCar,Card,Occasional,4.74,4.45,10,9.3,Clear,0,Medium,1.0,0,0,9.27,Android,Current,1,Completed,0,,Not Cancelled,11.7,7.7,9.41
BK2026000993,C102477,D50233,2026-01-19 00:20:30,2026-01-19,0,Monday,0,0,Jurong East,Residential/Commercial,Serangoon,Residential,5.21,10.3,JustGrab,GrabPay,Regular,4.75,5.0,6,1.9,Clear,0,Low,1.0,0,0,10.51,iOS,Current,0,Completed,0,,Not Cancelled,6.6,11.2,10.05
BK2026004998,C100231,D51142,2026-04-01 02:11:28,2026-04-01,2,Wednesday,0,0,Jurong East,Residential/Commercial,CBD,Business,12.69,23.3,GrabCar,Card,New,4.18,4.91,10,3.9,Cloudy,0,Low,1.0,1,2,18.99,iOS,One version behind,0,Completed,0,,Not Cancelled,5.4,27.4,19.8
BK2026003923,C101697,D50520,2026-03-12 17:25:43,2026-03-12,17,Thursday,0,1,Marina Bay,Business/Leisure,Changi,Airport,24.23,43.0,GrabCar Plus,Cash,Occasional,4.9,5.0,7,6.3,Cloudy,0,Medium,1.33,0,0,54.64,iOS,Current,0,Customer Cancelled,1,0.9,Fare too high,,,
BK2026002973,C102992,D50197,2026-02-23 16:52:08,2026-02-23,16,Monday,0,0,Marina Bay,Business/Leisure,Marina Bay,Business/Leisure,1.13,4.0,JustGrab,Card,New,4.25,4.62,10,1.3,Clear,0,Low,1.0,1,8,4.0,iOS,Current,0,Completed,0,,Not Cancelled,5.7,3.0,3.62
BK2026003387,C102158,D51128,2026-03-03 05:22:05,2026-03-03,5,Tuesday,0,0,Changi,Airport,Queenstown,Residential,15.06,43.6,GrabCar,Card,Regular,4.41,4.76,7,9.1,Light Rain,1,Severe,1.42,0,0,33.28,Android,Current,0,Completed,0,,Not Cancelled,12.5,39.8,33.46
BK2026007886,C100749,D51362,2026-05-23 11:55:04,2026-05-23,11,Saturday,1,0,Marina Bay,Business/Leisure,Punggol,Residential,2.89,5.0,JustGrab,GrabPay,Regular,4.43,4.74,16,1.4,Clear,0,Medium,1.0,0,0,7.43,Android,One version behind,0,Completed,0,,Not Cancelled,1.8,7.8,7.48
BK2026008813,C101842,D50245,2026-06-09 23:20:29,2026-06-09,23,Tuesday,0,0,Serangoon,Residential,Changi,Airport,10.25,20.5,GrabCar,Corporate,High Value,4.73,4.56,15,7.5,Cloudy,0,Low,1.0,0,0,17.88,iOS,Current,0,Completed,0,,Not Cancelled,14.0,24.2,17.67
BK2026004770,C100029,D50168,2026-03-28 00:59:54,2026-03-28,0,Saturday,1,0,Woodlands,Residential,CBD,Business,11.83,22.6,GrabCar,Cash,Occasional,4.46,4.97,11,8.3,Cloudy,0,High,1.0,1,8,11.93,iOS,Current,4,No Show,0,,Not Cancelled,,,
BK2026001294,C100289,D51080,2026-01-24 19:39:09,2026-01-24,19,Saturday,1,1,Bukit Timah,Residential,Sentosa,Leisure,11.61,17.8,GrabCar,GrabPay,New,4.98,4.64,2,7.7,Clear,0,Medium,1.17,0,0,21.34,iOS,One version behind,0,Customer Cancelled,1,2.3,Changed mind,,,
BK2026001825,C101643,D50328,2026-02-03 01:40:24,2026-02-03,1,Tuesday,0,0,Queenstown,Residential,Marina Bay,Business/Leisure,6.73,11.1,GrabCar,Card,New,4.62,4.51,12,13.5,Heavy Rain,1,Medium,1.12,1,8,5.68,Android,Current,0,Customer Cancelled,1,2.0,Fare too high,,,
BK2026002874,C101858,D50781,2026-02-21 21:42:58,2026-02-21,21,Saturday,1,0,Tampines,Residential,CBD,Business,7.71,12.6,JustGrab,Card,New,4.38,4.59,4,8.9,Cloudy,0,Medium,1.0,0,0,13.41,Android,Current,1,Completed,0,,Not Cancelled,6.0,15.2,13.64
BK2026004174,C100144,D50398,2026-03-17 15:03:54,2026-03-17,15,Tuesday,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,19.53,44.5,JustGrab,Cash,Occasional,5.0,4.7,5,3.3,Clear,0,High,1.0,0,0,29.65,iOS,Current,2,Customer Cancelled,1,8.2,Fare too high,,,
BK2026002536,C101264,D50626,2026-02-15 23:00:44,2026-02-15,23,Sunday,1,0,Serangoon,Residential,Ang Mo Kio,Residential,8.29,12.9,JustGrab,Card,Occasional,4.5,4.83,7,2.5,Clear,0,Low,1.0,0,0,14.05,Android,One version behind,1,Completed,0,,Not Cancelled,6.0,11.5,16.62
BK2026009133,C100004,D50333,2026-06-15 13:48:45,2026-06-15,13,Monday,0,0,Punggol,Residential,Woodlands,Residential,9.41,13.7,JustGrab,Cash,Occasional,4.43,4.47,7,2.3,Cloudy,0,Medium,1.0,0,0,15.32,Android,Current,0,Completed,0,,Not Cancelled,3.1,16.4,15.72
BK2026001908,C101024,D50507,2026-02-04 08:32:08,2026-02-04,8,Wednesday,0,1,Woodlands,Residential,Punggol,Residential,17.35,38.7,GrabCar,GrabPay,Regular,4.68,4.61,6,9.3,Heavy Rain,1,High,1.47,0,0,37.37,iOS,Current,1,Customer Cancelled,1,3.6,Driver took too long,,,
BK2026000043,C100248,D51101,2026-01-01 19:07:46,2026-01-01,19,Thursday,0,1,CBD,Business,Changi,Airport,16.91,30.3,JustGrab,Corporate,High Value,4.39,4.75,6,3.7,Clear,0,High,1.15,0,0,27.85,iOS,Current,0,Completed,0,,Not Cancelled,2.3,28.1,26.23
BK2026009492,C101922,D50420,2026-06-22 04:24:42,2026-06-22,4,Monday,0,0,CBD,Business,Clementi,Residential/Student,9.65,20.1,GrabFamily,Cash,Occasional,4.56,5.0,11,6.8,Light Rain,1,Medium,1.14,0,0,21.0,Android,Current,1,Customer Cancelled,1,5.1,Changed mind,,,
BK2026000369,C101396,D50887,2026-01-07 05:05:01,2026-01-07,5,Wednesday,0,0,Changi,Airport,Queenstown,Residential,32.49,66.6,JustGrab,GrabPay,Regular,4.88,4.71,6,5.5,Clear,0,Medium,1.0,0,0,45.91,iOS,Current,0,Completed,0,,Not Cancelled,8.9,69.2,46.12
BK2026001152,C101406,D50083,2026-01-22 04:43:42,2026-01-22,4,Thursday,0,0,Serangoon,Residential,Ang Mo Kio,Residential,10.21,19.7,GrabShare,Cash,Regular,4.65,4.75,9,9.8,Light Rain,1,High,1.25,0,0,17.55,Android,Current,0,Customer Cancelled,1,2.7,Fare too high,,,
BK2026007753,C101120,D50453,2026-05-20 22:05:42,2026-05-20,22,Wednesday,0,0,Orchard,Retail,Queenstown,Residential,7.67,15.2,JustGrab,Card,Regular,4.61,4.76,10,3.2,Light Rain,1,Medium,1.06,0,0,14.16,iOS,Outdated,0,Completed,0,,Not Cancelled,8.0,15.9,15.48
BK2026006359,C102356,D51292,2026-04-25 11:26:28,2026-04-25,11,Saturday,1,0,Clementi,Residential/Student,Woodlands,Residential,10.81,20.1,JustGrab,Corporate,Occasional,4.83,4.98,14,20.2,Light Rain,1,Medium,1.19,1,2,17.72,iOS,One version behind,1,Customer Cancelled,1,3.6,Wrong pickup/dropoff,,,
BK2026005913,C102544,D50181,2026-04-16 19:18:14,2026-04-16,19,Thursday,0,1,Sentosa,Leisure,Marina Bay,Business/Leisure,9.79,28.3,GrabCar,Card,Occasional,4.68,4.89,5,4.8,Clear,0,High,1.08,0,0,19.19,iOS,Current,0,Completed,0,,Not Cancelled,7.3,31.4,21.09
BK2026006508,C102510,D50153,2026-04-28 11:49:21,2026-04-28,11,Tuesday,0,0,Yishun,Residential,Woodlands,Residential,2.38,4.7,JustGrab,GrabPay,Occasional,4.29,4.79,9,1.0,Cloudy,0,Medium,1.0,0,0,6.86,iOS,One version behind,0,Completed,0,,Not Cancelled,3.6,3.0,5.52
BK2026007526,C101871,D50830,2026-05-16 18:27:02,2026-05-16,18,Saturday,1,1,Queenstown,Residential,Ang Mo Kio,Residential,15.5,40.2,JustGrab,Corporate,Occasional,4.61,4.89,5,12.0,Light Rain,1,High,1.52,0,0,33.36,Android,Current,0,Customer Cancelled,1,10.7,Driver took too long,,,
BK2026004161,C100512,D50915,2026-03-17 09:31:07,2026-03-17,9,Tuesday,0,1,Punggol,Residential,Orchard,Retail,7.36,16.7,GrabCar,Corporate,High Value,4.83,4.62,2,15.6,Light Rain,1,High,1.19,1,2,13.74,Android,One version behind,0,Customer Cancelled,1,6.7,Found alternative transport,,,
BK2026004288,C102104,D50031,2026-03-19 12:55:37,2026-03-19,12,Thursday,0,0,Ang Mo Kio,Residential,Serangoon,Residential,3.43,5.4,JustGrab,GrabPay,Regular,4.73,5.0,7,5.8,Cloudy,0,Medium,1.0,0,0,8.05,iOS,One version behind,0,Completed,0,,Not Cancelled,9.0,8.9,8.43
BK2026007776,C103034,D50460,2026-05-21 08:31:16,2026-05-21,8,Thursday,0,1,CBD,Business,Sentosa,Leisure,19.16,68.2,GrabCar,GrabPay,Occasional,4.81,4.94,8,16.5,Light Rain,1,Severe,1.47,0,0,43.92,Android,Current,0,Completed,0,,Not Cancelled,18.1,63.5,43.36
BK2026006715,C101816,D50026,2026-05-02 08:42:08,2026-05-02,8,Saturday,1,1,Serangoon,Residential,Clementi,Residential/Student,3.76,7.4,GrabCar,Cash,Regular,4.78,4.63,4,3.2,Clear,0,Medium,1.18,0,0,9.72,iOS,Current,0,Completed,0,,Not Cancelled,4.4,9.0,10.51
BK2026000175,C101379,D50211,2026-01-03 21:14:06,2026-01-03,21,Saturday,1,0,Queenstown,Residential,Orchard,Retail,17.86,35.8,GrabCar,Card,Regular,4.55,4.71,14,1.0,Cloudy,0,High,1.0,0,0,28.35,iOS,One version behind,0,Completed,0,,Not Cancelled,1.3,34.3,28.76
BK2026001904,C101479,D50013,2026-02-04 07:41:45,2026-02-04,7,Wednesday,0,1,CBD,Business,Tampines,Residential,5.89,12.8,JustGrab,Cash,Occasional,4.24,4.92,8,14.2,Light Rain,1,High,1.31,0,0,13.44,Android,Current,2,Completed,0,,Not Cancelled,16.0,13.2,14.41
BK2026001100,C101912,D50195,2026-01-20 22:19:02,2026-01-20,22,Tuesday,0,0,Woodlands,Residential,Clementi,Residential/Student,9.55,18.5,GrabCar,Card,New,4.46,4.77,8,10.7,Light Rain,1,Medium,1.24,0,0,19.45,iOS,Current,1,Customer Cancelled,1,4.3,Changed mind,,,
BK2026008115,C101655,D50788,2026-05-27 17:03:06,2026-05-27,17,Wednesday,0,1,Tampines,Residential,Changi,Airport,18.71,29.5,GrabCar,GrabPay,Occasional,4.5,4.84,2,4.3,Clear,0,Medium,1.11,0,0,30.89,Android,Current,2,Completed,0,,Not Cancelled,4.4,31.6,31.5
BK2026003409,C102236,D51368,2026-03-03 14:52:45,2026-03-03,14,Tuesday,0,0,Changi,Airport,Orchard,Retail,15.4,27.9,GrabCar,GrabPay,Regular,4.46,4.72,5,3.9,Cloudy,0,High,1.0,0,0,24.61,iOS,Current,0,Completed,0,,Not Cancelled,5.9,27.6,22.56
BK2026001539,C102851,D50350,2026-01-29 04:20:07,2026-01-29,4,Thursday,0,0,Changi,Airport,Queenstown,Residential,18.44,27.4,GrabCar,Card,High Value,4.64,4.42,3,7.3,Clear,0,Medium,1.0,1,2,26.0,iOS,Current,0,Completed,0,,Not Cancelled,8.7,32.9,27.93
BK2026002293,C102021,D50981,2026-02-11 10:08:53,2026-02-11,10,Wednesday,0,0,Changi,Airport,Clementi,Residential/Student,12.79,25.5,GrabCar Plus,GrabPay,Occasional,4.9,4.53,6,4.1,Clear,0,Medium,1.0,0,0,24.99,Android,One version behind,3,Completed,0,,Not Cancelled,6.7,26.2,24.93
BK2026009301,C101045,D50073,2026-06-18 18:19:17,2026-06-18,18,Thursday,0,1,Jurong East,Residential/Commercial,Marina Bay,Business/Leisure,2.27,5.9,GrabCar,Corporate,Occasional,4.45,5.0,3,9.9,Clear,0,Severe,1.39,0,0,8.09,iOS,One version behind,2,Completed,0,,Not Cancelled,11.2,3.3,8.22
BK2026001364,C102480,D51258,2026-01-26 03:32:24,2026-01-26,3,Monday,0,0,Queenstown,Residential,Woodlands,Residential,9.18,15.1,JustGrab,Card,Occasional,4.8,4.68,9,14.1,Cloudy,0,Low,1.0,0,0,15.25,iOS,Current,1,Completed,0,,Not Cancelled,12.0,19.7,15.44
BK2026007189,C101217,D50930,2026-05-10 16:36:28,2026-05-10,16,Sunday,1,0,Punggol,Residential,CBD,Business,7.38,17.2,JustGrab,GrabPay,High Value,4.56,4.67,6,9.5,Light Rain,1,High,1.29,0,0,15.86,Android,Current,0,No Show,0,,Not Cancelled,,,
BK2026006628,C102014,D50431,2026-04-30 17:03:46,2026-04-30,17,Thursday,0,1,Bukit Timah,Residential,Sentosa,Leisure,10.74,31.2,GrabCar,GrabPay,Occasional,4.34,4.82,5,6.9,Clear,0,High,1.32,0,0,23.62,iOS,Current,0,Completed,0,,Not Cancelled,9.2,35.2,22.23
BK2026005261,C102144,D51092,2026-04-05 10:48:02,2026-04-05,10,Sunday,1,0,Changi,Airport,Bukit Timah,Residential,19.82,50.7,JustGrab,GrabPay,High Value,4.78,4.49,6,5.5,Clear,0,High,1.0,0,0,30.7,iOS,Current,0,Completed,0,,Not Cancelled,7.9,46.3,30.15
BK2026006816,C102290,D51315,2026-05-03 21:27:18,2026-05-03,21,Sunday,1,0,Orchard,Retail,CBD,Business,2.84,4.1,GrabCar,Cash,High Value,4.44,4.76,16,5.5,Clear,0,Medium,1.0,0,0,7.51,iOS,Current,0,Completed,0,,Not Cancelled,2.3,11.9,7.29
BK2026009462,C100566,D51150,2026-06-21 14:08:03,2026-06-21,14,Sunday,1,0,CBD,Business,Marina Bay,Business/Leisure,9.44,12.1,JustGrab,GrabPay,Regular,4.8,4.96,11,4.9,Cloudy,0,Low,1.0,0,0,15.16,iOS,Current,0,Completed,0,,Not Cancelled,5.2,10.7,15.73
BK2026000681,C101140,D51367,2026-01-13 02:06:09,2026-01-13,2,Tuesday,0,0,Marina Bay,Business/Leisure,Tampines,Residential,11.36,17.7,JustGrab,Cash,High Value,4.25,4.63,13,3.6,Clear,0,Medium,1.0,0,0,17.85,Android,Current,0,Completed,0,,Not Cancelled,2.9,17.1,18.35
BK2026009316,C101917,D50630,2026-06-19 02:27:11,2026-06-19,2,Friday,0,0,Orchard,Retail,Clementi,Residential/Student,12.45,22.1,JustGrab,GrabPay,Occasional,4.94,4.5,8,8.8,Cloudy,0,Low,1.0,0,0,19.52,Android,Outdated,1,Completed,0,,Not Cancelled,10.9,20.0,16.31
BK2026009299,C102535,D50338,2026-06-18 15:40:42,2026-06-18,15,Thursday,0,0,Clementi,Residential/Student,Jurong East,Residential/Commercial,8.44,15.3,JustGrab,Card,Regular,4.13,4.68,7,11.5,Light Rain,1,High,1.05,0,0,14.94,iOS,Outdated,0,Customer Cancelled,1,2.2,Driver took too long,,,
BK2026003665,C102650,D50875,2026-03-08 11:24:42,2026-03-08,11,Sunday,1,0,Ang Mo Kio,Residential,Tampines,Residential,17.18,40.2,GrabCar,Card,Regular,4.61,4.72,9,8.2,Light Rain,1,High,1.29,0,0,33.76,iOS,Current,1,Completed,0,,Not Cancelled,10.2,36.7,35.79
BK2026001662,C100729,D51352,2026-01-31 01:32:25,2026-01-31,1,Saturday,1,0,Punggol,Residential,Clementi,Residential/Student,8.5,22.1,GrabCar,Card,High Value,4.58,4.46,9,1.3,Clear,0,High,1.0,0,0,16.09,iOS,One version behind,1,Completed,0,,Not Cancelled,0.5,26.3,16.19
BK2026000509,C102621,D50536,2026-01-09 19:14:50,2026-01-09,19,Friday,0,1,Clementi,Residential/Student,Bukit Timah,Residential,3.3,4.4,JustGrab,Card,New,4.8,4.4,3,3.2,Clear,0,Low,1.21,0,0,8.52,iOS,Current,0,Completed,0,,Not Cancelled,5.9,3.0,11.37
BK2026000167,C101873,D51003,2026-01-03 18:21:53,2026-01-03,18,Saturday,1,1,Jurong East,Residential/Commercial,Tampines,Residential,2.34,4.2,JustGrab,Card,Occasional,4.82,4.92,4,3.4,Clear,0,Low,1.24,0,0,7.35,iOS,Current,1,Completed,0,,Not Cancelled,4.6,3.3,3.27
BK2026005498,C102624,D50197,2026-04-09 20:40:04,2026-04-09,20,Thursday,0,1,Serangoon,Residential,CBD,Business,5.88,11.4,GrabCar Plus,Corporate,High Value,5.0,4.82,4,3.0,Clear,0,Medium,1.29,0,0,15.92,Android,Current,0,Completed,0,,Not Cancelled,2.6,8.1,15.08
BK2026008300,C101198,D51004,2026-05-30 20:07:05,2026-05-30,20,Saturday,1,1,Marina Bay,Business/Leisure,Sentosa,Leisure,10.37,25.4,GrabCar Plus,Card,New,4.45,4.87,11,4.0,Clear,0,High,1.09,1,10,12.87,Android,Current,0,Completed,0,,Not Cancelled,4.4,26.8,13.69
BK2026001007,C100250,D51446,2026-01-19 09:24:16,2026-01-19,9,Monday,0,1,Bukit Timah,Residential,Queenstown,Residential,6.41,10.8,JustGrab,Card,Regular,4.81,4.56,5,16.5,Clear,0,Low,1.33,0,0,14.05,Android,Current,0,Customer Cancelled,1,5.4,Driver took too long,,,
BK2026009740,C100881,D50679,2026-06-26 07:08:29,2026-06-26,7,Friday,0,1,Queenstown,Residential,Woodlands,Residential,2.64,8.0,GrabCar Plus,GrabPay,Regular,4.46,4.68,1,12.4,Clear,0,Severe,1.29,0,0,9.59,iOS,Current,0,Completed,0,,Not Cancelled,12.2,10.1,9.84
BK2026001915,C100986,D51122,2026-02-04 11:50:20,2026-02-04,11,Wednesday,0,0,Tampines,Residential,Yishun,Residential,8.01,22.8,GrabCar,GrabPay,Occasional,4.94,4.56,10,9.8,Light Rain,1,High,1.26,1,2,15.98,iOS,Current,0,Completed,0,,Not Cancelled,12.3,24.8,17.75
BK2026003495,C101886,D50783,2026-03-05 00:12:35,2026-03-05,0,Thursday,0,0,Bukit Timah,Residential,Sentosa,Leisure,15.21,25.3,JustGrab,Cash,New,4.79,4.53,8,6.4,Clear,0,Medium,1.0,1,2,20.81,iOS,Current,0,Customer Cancelled,1,3.1,Fare too high,,,
BK2026009634,C101345,D50093,2026-06-24 10:10:50,2026-06-24,10,Wednesday,0,0,Bukit Timah,Residential,Punggol,Residential,5.14,8.7,JustGrab,Card,New,4.53,4.59,6,9.7,Light Rain,1,Low,1.2,0,0,11.32,Android,One version behind,0,Completed,0,,Not Cancelled,13.5,15.6,11.33
BK2026009751,C100581,D50950,2026-06-26 11:06:10,2026-06-26,11,Friday,0,0,Woodlands,Residential,Clementi,Residential/Student,2.85,4.8,JustGrab,Card,Regular,4.63,4.74,10,4.8,Clear,0,Low,1.0,1,2,5.37,Android,One version behind,0,Completed,0,,Not Cancelled,7.2,5.1,4.3
BK2026006445,C102732,D50849,2026-04-26 23:45:16,2026-04-26,23,Sunday,1,0,Queenstown,Residential,CBD,Business,16.49,29.3,JustGrab,GrabPay,New,4.76,5.0,15,3.0,Clear,0,Medium,1.0,1,2,22.63,Android,One version behind,0,Completed,0,,Not Cancelled,2.6,26.5,24.58
BK2026004991,C102302,D50540,2026-03-31 23:18:58,2026-03-31,23,Tuesday,0,0,Clementi,Residential/Student,Yishun,Residential,12.74,27.2,JustGrab,Card,Occasional,4.96,4.64,8,1.0,Clear,0,High,1.0,1,3,17.44,Android,Current,2,Completed,0,,Not Cancelled,1.6,28.1,17.74
BK2026002537,C102844,D51166,2026-02-15 23:53:44,2026-02-15,23,Sunday,1,0,Sentosa,Leisure,Queenstown,Residential,7.05,15.0,JustGrab,Cash,High Value,4.91,5.0,10,2.8,Clear,0,High,1.0,0,0,13.0,Android,Current,0,Completed,0,,Not Cancelled,5.0,20.2,13.78
BK2026001105,C100107,D50096,2026-01-21 02:35:17,2026-01-21,2,Wednesday,0,0,Clementi,Residential/Student,Sentosa,Leisure,10.27,32.1,JustGrab,Card,Regular,4.43,5.0,9,7.2,Light Rain,1,Severe,1.4,0,0,22.75,iOS,Current,1,Completed,0,,Not Cancelled,8.9,30.2,22.12
BK2026003876,C100788,D50513,2026-03-12 00:42:37,2026-03-12,0,Thursday,0,0,Tampines,Residential,CBD,Business,4.28,9.8,GrabCar,Card,High Value,4.59,4.67,14,5.7,Clear,0,Medium,1.0,0,0,9.83,iOS,Current,0,Completed,0,,Not Cancelled,6.6,18.2,11.71
BK2026007524,C102140,D50748,2026-05-16 17:35:55,2026-05-16,17,Saturday,1,1,Sentosa,Leisure,Serangoon,Residential,15.29,22.0,GrabCar,Card,Occasional,4.68,4.72,4,8.0,Clear,0,Medium,1.31,1,5,24.15,iOS,Current,1,Completed,0,,Not Cancelled,10.7,21.1,24.17
BK2026001753,C102080,D50748,2026-02-01 20:02:20,2026-02-01,20,Sunday,1,1,CBD,Business,Sentosa,Leisure,7.14,23.4,JustGrab,Cash,New,4.73,5.0,5,13.0,Cloudy,0,Severe,1.24,0,0,15.9,Android,Current,0,Customer Cancelled,1,2.2,App or payment issue,,,
BK2026005311,C103160,D50797,2026-04-06 09:14:02,2026-04-06,9,Monday,0,1,Woodlands,Residential,Clementi,Residential/Student,6.32,18.5,GrabShare,Cash,Regular,4.74,4.71,4,10.6,Light Rain,1,High,1.34,0,0,13.58,Android,Outdated,0,Customer Cancelled,1,2.6,Wrong pickup/dropoff,,,
BK2026007297,C100922,D50140,2026-05-12 11:42:28,2026-05-12,11,Tuesday,0,0,Orchard,Retail,Serangoon,Residential,10.19,17.1,JustGrab,Card,Regular,4.46,4.76,10,9.5,Light Rain,1,Medium,1.18,0,0,18.48,iOS,Current,1,Customer Cancelled,1,2.3,Driver took too long,,,
BK2026002917,C100951,D51062,2026-02-22 17:41:07,2026-02-22,17,Sunday,1,1,Sentosa,Leisure,Woodlands,Residential,15.15,22.4,JustGrab,GrabPay,High Value,4.84,4.71,4,10.4,Cloudy,0,Medium,1.28,0,0,26.85,Android,Current,0,Completed,0,,Not Cancelled,11.3,23.7,26.35
BK2026008975,C103035,D51378,2026-06-12 14:37:28,2026-06-12,14,Friday,0,0,Tampines,Residential,Woodlands,Residential,2.17,4.0,JustGrab,Card,New,4.79,4.67,6,6.0,Light Rain,1,Medium,1.21,0,0,7.04,iOS,Current,0,Completed,0,,Not Cancelled,5.0,7.0,7.92
BK2026005755,C102619,D50532,2026-04-14 01:21:25,2026-04-14,1,Tuesday,0,0,Yishun,Residential,Serangoon,Residential,10.07,20.9,GrabCar Plus,GrabPay,Occasional,4.35,4.69,10,5.6,Clear,0,Medium,1.0,0,0,20.58,Android,Current,1,Completed,0,,Not Cancelled,6.3,19.0,23.07
BK2026000153,C100907,D50146,2026-01-03 12:25:01,2026-01-03,12,Saturday,1,0,Orchard,Retail,Jurong East,Residential/Commercial,5.3,11.0,GrabCar,GrabPay,Regular,4.49,4.67,8,5.0,Light Rain,1,Medium,1.12,0,0,11.85,Android,Current,0,Completed,0,,Not Cancelled,3.5,12.3,12.73
BK2026007691,C102131,D50604,2026-05-19 19:28:21,2026-05-19,19,Tuesday,0,1,CBD,Business,Jurong East,Residential/Commercial,5.36,9.6,GrabShare,Card,High Value,4.73,4.7,6,7.4,Cloudy,0,High,1.24,1,8,4.0,Android,Current,0,Completed,0,,Not Cancelled,6.5,7.7,3.83
BK2026005680,C100179,D50917,2026-04-12 19:07:25,2026-04-12,19,Sunday,1,1,Orchard,Retail,Woodlands,Residential,9.29,18.4,GrabCar,Card,High Value,4.47,4.71,3,7.0,Cloudy,0,High,1.15,0,0,18.12,Android,One version behind,0,Completed,0,,Not Cancelled,6.9,18.2,20.95
BK2026003908,C101113,D50816,2026-03-12 12:41:31,2026-03-12,12,Thursday,0,0,Jurong East,Residential/Commercial,CBD,Business,6.48,12.3,GrabCar Plus,Card,Regular,4.6,4.57,8,2.0,Clear,0,Low,1.0,0,0,14.46,Android,Current,0,Completed,0,,Not Cancelled,0.5,15.0,12.48
BK2026009136,C101275,D51183,2026-06-15 14:37:27,2026-06-15,14,Monday,0,0,Ang Mo Kio,Residential,Queenstown,Residential,5.28,9.5,GrabCar,GrabPay,Regular,4.76,4.84,7,6.0,Light Rain,1,High,1.12,0,0,11.65,Android,One version behind,1,Completed,0,,Not Cancelled,6.2,6.1,10.74
BK2026002553,C103022,D51304,2026-02-16 11:07:46,2026-02-16,11,Monday,0,0,Marina Bay,Business/Leisure,Changi,Airport,25.29,50.2,JustGrab,Card,Regular,4.81,4.55,18,1.5,Clear,0,High,1.0,0,0,36.38,iOS,Current,0,Completed,0,,Not Cancelled,5.3,49.7,38.26
BK2026002774,C101318,D50685,2026-02-20 05:23:54,2026-02-20,5,Friday,0,0,Tampines,Residential,Woodlands,Residential,10.97,16.0,JustGrab,GrabPay,High Value,4.45,4.63,7,9.3,Light Rain,1,Medium,1.05,0,0,17.81,iOS,Current,0,Customer Cancelled,1,1.6,App or payment issue,,,
